date,CO,NO_2,NOx,O_3,PM10,SO_2
01.01.01,1.0499999523162842,50.2400016784668,132.6999969482422,5.980000019073486,19.649999618530273,20.610000610351562
01.01.01,1.7699999809265137,47.970001220703125,155.6999969482422,6.130000114440918,38.72999954223633,22.860000610351562
01.01.01,2.430000066757202,43.849998474121094,222.60000610351562,6.110000133514404,38.4900016784668,24.90999984741211
01.01.01,2.059999942779541,44.5,227.3000030517578,6.289999961853027,45.369998931884766,22.399999618530273
01.01.01,1.659999966621399,47.7400016784668,200.6999969482422,6.510000228881836,34.59000015258789,21.600000381469727
01.01.01,0.6100000143051147,58.380001068115234,100.4000015258789,8.420000076293945,15.890000343322754,15.399999618530273
01.01.01,0.4300000071525574,57.0099983215332,75.63999938964844,17.06999969482422,10.1899995803833,13.59000015258789
01.01.01,0.5099999904632568,57.599998474121094,76.83999633789062,19.979999542236328,10.010000228881836,13.539999961853027
01.01.01,0.5,60.2599983215332,84.55000305175781,15.699999809265137,12.739999771118164,14.010000228881836
01.01.01,0.5099999904632568,61.25,80.75,17.809999465942383,13.670000076293945,14.119999885559082
01.01.01,0.5400000214576721,60.72999954223633,82.77999877929688,21.229999542236328,12.770000457763672,16.610000610351562
01.01.01,0.5299999713897705,52.65999984741211,63.70000076293945,28.709999084472656,9.680000305175781,16.299999237060547
01.01.01,0.5,53.209999084472656,65.12000274658203,26.8700008392334,11.359999656677246,17.450000762939453
01.01.01,0.6200000047683716,59.70000076293945,80.16000366210938,20.670000076293945,14.539999961853027,19.469999313354492
01.01.01,0.75,64.37999725341797,103.9000015258789,16.06999969482422,23.979999542236328,20.149999618530273
01.01.01,0.4699999988079071,60.02000045776367,80.36000061035156,19.549999237060547,24.309999465942383,16.290000915527344
01.01.01,0.3100000023841858,49.95000076293945,56.83000183105469,35.41999816894531,7.25,14.4399995803833
01.01.01,0.550000011920929,59.310001373291016,77.5,24.290000915527344,6.21999979019165,15.260000228881836
01.01.01,0.6200000047683716,71.19999694824219,99.23999786376953,21.540000915527344,11.229999542236328,14.15999984741211
01.01.01,0.5699999928474426,71.33000183105469,97.87000274658203,18.34000015258789,15.75,12.890000343322754
01.01.01,0.6800000071525574,70.41999816894531,97.87000274658203,17.290000915527344,9.720000267028809,13.880000114440918
01.01.01,0.47999998927116394,65.05999755859375,74.98999786376953,31.110000610351562,4.849999904632568,15.539999961853027
01.01.01,0.4699999988079071,63.029998779296875,69.62000274658203,31.139999389648438,4.570000171661377,15.130000114440918
02.01.01,0.33000001311302185,53.5099983215332,58.459999084472656,42.7599983215332,3.7899999618530273,13.130000114440918
02.01.01,0.4399999976158142,45.040000915527344,48.560001373291016,46.470001220703125,5.929999828338623,11.850000381469727
02.01.01,0.28999999165534973,47.709999084472656,52.380001068115234,44.47999954223633,10.050000190734863,10.979999542236328
02.01.01,0.23000000417232513,45.02000045776367,49.7599983215332,49.540000915527344,6.010000228881836,10.34000015258789
02.01.01,0.1899999976158142,38.380001068115234,42.040000915527344,52.150001525878906,3.9800000190734863,9.970000267028809
02.01.01,0.12999999523162842,33.18000030517578,36.279998779296875,56.63999938964844,6.630000114440918,8.420000076293945
02.01.01,0.17000000178813934,48.970001220703125,57.61000061035156,47.20000076293945,4.809999942779541,8.630000114440918
02.01.01,0.27000001072883606,59.31999969482422,70.6500015258789,35.36000061035156,6.699999809265137,8.850000381469727
02.01.01,0.4699999988079071,65.56999969482422,73.37999725341797,28.969999313354492,8.989999771118164,10.390000343322754
02.01.01,0.6399999856948853,74.51000213623047,92.83000183105469,19.950000762939453,19.15999984741211,12.010000228881836
02.01.01,0.6899999976158142,74.68000030517578,95.31999969482422,22.559999465942383,16.5,13.600000381469727
02.01.01,0.699999988079071,73.94999694824219,95.93000030517578,22.600000381469727,19.8700008392334,14.40999984741211
02.01.01,0.41999998688697815,60.459999084472656,69.45999908447266,37.400001525878906,13.760000228881836,14.079999923706055
02.01.01,0.4300000071525574,50.34000015258789,56.540000915527344,40.459999084472656,11.59000015258789,19.729999542236328
02.01.01,0.46000000834465027,56.650001525878906,65.62999725341797,38.65999984741211,10.8100004196167,21.389999389648438
02.01.01,0.5199999809265137,58.5,67.5,36.31999969482422,10.170000076293945,20.829999923706055
02.01.01,0.4000000059604645,58.97999954223633,67.16000366210938,39.5,13.279999732971191,22.18000030517578
02.01.01,0.3499999940395355,52.84000015258789,58.61000061035156,37.79999923706055,10.380000114440918,19.31999969482422
02.01.01,0.49000000953674316,68.13999938964844,79.73999786376953,26.510000228881836,19.780000686645508,17.610000610351562
02.01.01,0.5600000023841858,66.52999877929688,77.62000274658203,24.600000381469727,18.770000457763672,16.15999984741211
02.01.01,0.7099999785423279,74.41000366210938,99.79000091552734,14.520000457763672,15.739999771118164,19.190000534057617
02.01.01,0.75,73.62000274658203,98.97000122070312,16.100000381469727,18.8799991607666,17.899999618530273
02.01.01,0.6299999952316284,72.94000244140625,105.0999984741211,15.859999656677246,21.190000534057617,16.280000686645508
02.01.01,0.4699999988079071,66.95999908447266,84.30999755859375,19.329999923706055,17.65999984741211,12.729999542236328
03.01.01,0.36000001430511475,61.369998931884766,72.79000091552734,28.139999389648438,12.609999656677246,11.420000076293945
03.01.01,0.2800000011920929,50.45000076293945,56.41999816894531,32.380001068115234,10.069999694824219,9.9399995803833
03.01.01,0.3199999928474426,51.939998626708984,59.79999923706055,29.0,9.289999961853027,9.649999618530273
03.01.01,0.20999999344348907,44.650001525878906,51.25,40.22999954223633,8.8100004196167,8.710000038146973
03.01.01,0.2199999988079071,47.45000076293945,55.97999954223633,37.939998626708984,8.239999771118164,8.90999984741211
03.01.01,0.18000000715255737,46.45000076293945,54.560001373291016,38.41999816894531,10.119999885559082,8.5
03.01.01,0.23000000417232513,50.959999084472656,65.5199966430664,30.459999084472656,17.510000228881836,8.800000190734863
03.01.01,0.3199999928474426,58.06999969482422,80.72000122070312,20.639999389648438,12.550000190734863,9.670000076293945
03.01.01,0.6800000071525574,64.16000366210938,120.80000305175781,10.390000343322754,21.670000076293945,11.970000267028809
03.01.01,0.8899999856948853,67.25,125.5999984741211,9.569999694824219,24.149999618530273,12.989999771118164
03.01.01,0.8999999761581421,69.37000274658203,128.39999389648438,11.25,24.90999984741211,15.699999809265137
03.01.01,0.7900000214576721,69.16999816894531,109.80000305175781,17.479999542236328,26.6200008392334,18.959999084472656
03.01.01,0.6000000238418579,67.58000183105469,94.91999816894531,25.600000381469727,23.190000534057617,23.459999084472656
03.01.01,0.699999988079071,69.87000274658203,97.31999969482422,20.81999969482422,22.010000228881836,22.459999084472656
03.01.01,0.8199999928474426,72.70999908447266,111.80000305175781,19.75,24.950000762939453,20.579999923706055
03.01.01,0.7200000286102295,72.97000122070312,101.4000015258789,22.959999084472656,16.34000015258789,20.90999984741211
03.01.01,0.5799999833106995,69.7300033569336,96.1500015258789,21.639999389648438,,20.389999389648438
03.01.01,0.5799999833106995,71.7300033569336,104.19999694824219,19.239999771118164,,20.25
